plantbarcode,experiment,datetime,jobdate,cameralabel,frameid,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,obj_in_frame,unique_roi,gtype,idate,n_roi,n_uniqueroi
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,2,Fm,FvFm,1,80.8421,0.6756,0,0.0532,0,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,7,Fp,t40_ALon,0,19.7638,0.7815,0.0292,0.0217,0.0255,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,7,Fp,t40_ALon,1,28.0637,0.6476,0.0187,0.0492,0.0239,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,8,Fmp,t40_ALon,0,90.4781,0.7815,0.0292,0.0217,0.0255,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,8,Fmp,t40_ALon,1,80.036,0.6476,0.0187,0.0492,0.0239,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,9,Fp,t60_ALon,0,74.2114,0.1065,0.1227,0.0339,0.0551,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,9,Fp,t60_ALon,1,55.7175,0.0966,0.3183,0.0342,0.1451,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,10,Fmp,t60_ALon,0,82.9886,0.1065,0.1227,0.0339,0.0551,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,10,Fmp,t60_ALon,1,61.6953,0.0966,0.3183,0.0342,0.1451,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,11,Fp,t80_ALon,0,47.4533,0.1272,0.7317,0.0378,0.2094,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,11,Fp,t80_ALon,1,47.0693,0.1041,0.5628,0.0371,0.2496,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,12,Fmp,t80_ALon,0,54.3333,0.1272,0.7317,0.0378,0.2094,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,12,Fmp,t80_ALon,1,52.5402,0.1041,0.5628,0.0371,0.2496,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,13,Fp,t100_ALon,0,45.3905,0.1512,0.7682,0.047,0.2002,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,13,Fp,t100_ALon,1,43.2659,0.1076,0.6995,0.0423,0.3047,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,14,Fmp,t100_ALon,0,53.2495,0.1512,0.7682,0.047,0.2002,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,14,Fmp,t100_ALon,1,48.5014,0.1076,0.6995,0.0423,0.3047,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,15,Fp,t120_ALon,0,41.4648,0.1742,0.8876,0.0506,0.2424,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,15,Fp,t120_ALon,1,41.0582,0.1139,0.7812,0.0396,0.3317,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,16,Fmp,t120_ALon,0,50.0057,0.1742,0.8876,0.0506,0.2424,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,16,Fmp,t120_ALon,1,46.3573,0.1139,0.7812,0.0396,0.3317,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,17,Fp,t140_ALon,0,38.3105,0.1934,0.9798,0.0551,0.2256,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,17,Fp,t140_ALon,1,39.7452,0.1175,0.8335,0.0422,0.3429,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,18,Fmp,t140_ALon,0,47.4057,0.1934,0.9798,0.0551,0.2256,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,18,Fmp,t140_ALon,1,45.0305,0.1175,0.8335,0.0422,0.3429,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,19,Fp,t160_ALon,0,36.7733,0.2122,1.0075,0.0557,0.2177,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,19,Fp,t160_ALon,1,38.8864,0.1221,0.864,0.046,0.3546,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,20,Fmp,t160_ALon,0,46.6248,0.2122,1.0075,0.0557,0.2177,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,20,Fmp,t160_ALon,1,44.3047,0.1221,0.864,0.046,0.3546,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,21,Fp,t180_ALon,0,35.6171,0.2257,1.0347,0.0554,0.2049,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,21,Fp,t180_ALon,1,38.1496,0.1292,0.8863,0.0455,0.363,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,22,Fmp,t180_ALon,0,45.9448,0.2257,1.0347,0.0554,0.2049,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,22,Fmp,t180_ALon,1,43.8421,0.1292,0.8863,0.0455,0.363,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,23,Fp,t200_ALon,0,28.3981,0.3767,1.0558,0.0467,0.2092,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,23,Fp,t200_ALon,1,30.9058,0.2886,0.9019,0.039,0.3613,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,24,Fmp,t200_ALon,0,45.501,0.3767,1.0558,0.0467,0.2092,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,24,Fmp,t200_ALon,1,43.4211,0.2886,0.9019,0.039,0.3613,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,25,Fp,t220_ALon,0,33.8114,0.2486,1.0794,0.0574,0.2109,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,25,Fp,t220_ALon,1,37.2881,0.1413,0.9009,0.0479,0.3638,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,26,Fmp,t220_ALon,0,44.9867,0.2486,1.0794,0.0574,0.2109,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,26,Fmp,t220_ALon,1,43.4598,0.1413,0.9009,0.0479,0.3638,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,27,Fp,t240_ALon,0,33.0514,0.2562,1.1082,0.0542,0.218,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,27,Fp,t240_ALon,1,37.0914,0.1366,0.9219,0.0425,0.3733,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,28,Fmp,t240_ALon,0,44.3752,0.2562,1.1082,0.0542,0.218,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,28,Fmp,t240_ALon,1,43,0.1366,0.9219,0.0425,0.3733,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,29,Fp,t260_ALon,0,32.3752,0.2617,1.1349,0.0585,0.2177,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,29,Fp,t260_ALon,1,36.9418,0.1362,0.9301,0.0484,0.3658,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,30,Fmp,t260_ALon,0,43.821,0.2617,1.1349,0.0585,0.2177,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,30,Fmp,t260_ALon,1,42.7812,0.1362,0.9301,0.0484,0.3658,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,31,Fp,t280_ALon,0,31.56,0.2727,1.1572,0.0551,0.2172,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,31,Fp,t280_ALon,1,36.5097,0.1401,0.9404,0.0451,0.3598,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,32,Fmp,t280_ALon,0,43.3486,0.2727,1.1572,0.0551,0.2172,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,32,Fmp,t280_ALon,1,42.4737,0.1401,0.9404,0.0451,0.3598,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,33,Fp,t300_ALon,0,30.8552,0.2792,1.1852,0.0571,0.2161,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,33,Fp,t300_ALon,1,36.1551,0.1424,0.955,0.0473,0.3648,TRUE,TRUE,AP78,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,34,Fmp,t300_ALon,0,42.7924,0.2792,1.1852,0.0571,0.2161,TRUE,TRUE,AP46,5,2,2
B3,amiRNA_psII,2020-03-08T22:04:59Z,2020-03-09,PSII0,34,Fmp,t300_ALon,1,42.1939,0.1424,0.955,0.0473,0.3648,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,1,Fo,FvFm,0,27.3442,0.6657,0,0.0569,0,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,1,Fo,FvFm,1,16.2257,0.8241,0,0.0203,0,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,2,Fm,FvFm,0,81.0326,0.6657,0,0.0569,0,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,2,Fm,FvFm,1,92.1991,0.8241,0,0.0203,0,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,7,Fp,t40_ALon,0,29.5698,0.6361,0.0162,0.0537,0.0221,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,7,Fp,t40_ALon,1,19.5363,0.7832,0.0265,0.0128,0.0242,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,8,Fmp,t40_ALon,0,80.4349,0.6361,0.0162,0.0537,0.0221,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,8,Fmp,t40_ALon,1,90.1125,0.7832,0.0265,0.0128,0.0242,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,9,Fp,t60_ALon,0,55.6512,0.0916,0.3207,0.0322,0.1147,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,9,Fp,t60_ALon,1,50.9202,0.1579,0.5334,0.0341,0.1291,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,10,Fmp,t60_ALon,0,61.2326,0.0916,0.3207,0.0322,0.1147,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,10,Fmp,t60_ALon,1,60.4268,0.1579,0.5334,0.0341,0.1291,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,11,Fp,t80_ALon,0,45.8907,0.0879,0.6095,0.042,0.1912,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,11,Fp,t80_ALon,1,32.6415,0.196,1.2846,0.0435,0.1923,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,12,Fmp,t80_ALon,0,50.3233,0.0879,0.6095,0.042,0.1912,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,12,Fmp,t80_ALon,1,40.5904,0.196,1.2846,0.0435,0.1923,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,13,Fp,t100_ALon,0,41.2,0.0983,0.7718,0.0433,0.2382,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,13,Fp,t100_ALon,1,28.0166,0.2554,1.4588,0.0439,0.1915,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,14,Fmp,t100_ALon,0,45.7395,0.0983,0.7718,0.0433,0.2382,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,14,Fmp,t100_ALon,1,37.623,0.2554,1.4588,0.0439,0.1915,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,15,Fp,t120_ALon,0,38.5744,0.1061,0.8799,0.0438,0.2766,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,15,Fp,t120_ALon,1,26.8924,0.3008,1.4039,0.043,0.1894,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,16,Fmp,t120_ALon,0,43.1977,0.1061,0.8799,0.0438,0.2766,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,16,Fmp,t120_ALon,1,38.4738,0.3008,1.4039,0.043,0.1894,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,17,Fp,t140_ALon,0,37.114,0.1143,0.9391,0.0441,0.3004,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,17,Fp,t140_ALon,1,26.4282,0.331,1.3416,0.0421,0.1917,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,18,Fmp,t140_ALon,0,41.9488,0.1143,0.9391,0.0441,0.3004,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,18,Fmp,t140_ALon,1,39.5238,0.331,1.3416,0.0421,0.1917,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,19,Fp,t160_ALon,0,36.3395,0.113,0.9871,0.0418,0.3285,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,19,Fp,t160_ALon,1,26.06,0.3534,1.2955,0.0413,0.1896,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,20,Fmp,t160_ALon,0,41.0233,0.113,0.9871,0.0418,0.3285,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,20,Fmp,t160_ALon,1,40.3317,0.3534,1.2955,0.0413,0.1896,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,21,Fp,t180_ALon,0,35.9814,0.1171,0.9989,0.0432,0.3335,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,21,Fp,t180_ALon,1,25.7851,0.3667,1.2728,0.0419,0.1929,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,22,Fmp,t180_ALon,0,40.8163,0.1171,0.9989,0.0432,0.3335,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,22,Fmp,t180_ALon,1,40.7593,0.3667,1.2728,0.0419,0.1929,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,23,Fp,t200_ALon,0,35.6535,0.1225,1.0056,0.0455,0.3365,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,23,Fp,t200_ALon,1,25.4096,0.3785,1.2636,0.0419,0.1915,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,24,Fmp,t200_ALon,0,40.6767,0.1225,1.0056,0.0455,0.3365,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,24,Fmp,t200_ALon,1,40.9206,0.3785,1.2636,0.0419,0.1915,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,25,Fp,t220_ALon,0,35.6558,0.1229,1.008,0.0454,0.3491,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,25,Fp,t220_ALon,1,25.0339,0.3877,1.263,0.0415,0.1879,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,26,Fmp,t220_ALon,0,40.7093,0.1229,1.008,0.0454,0.3491,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,26,Fmp,t220_ALon,1,40.9221,0.3877,1.263,0.0415,0.1879,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,27,Fp,t240_ALon,0,35.4395,0.1248,1.016,0.0443,0.3591,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,27,Fp,t240_ALon,1,24.7436,0.3964,1.2573,0.0416,0.1895,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,28,Fmp,t240_ALon,0,40.5512,0.1248,1.016,0.0443,0.3591,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,28,Fmp,t240_ALon,1,41.0381,0.3964,1.2573,0.0416,0.1895,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,29,Fp,t260_ALon,0,35.2326,0.129,1.018,0.0462,0.3576,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,29,Fp,t260_ALon,1,24.5688,0.4043,1.2443,0.0422,0.1885,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,30,Fmp,t260_ALon,0,40.4884,0.129,1.018,0.0462,0.3576,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,30,Fmp,t260_ALon,1,41.2841,0.4043,1.2443,0.0422,0.1885,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,31,Fp,t280_ALon,0,35.114,0.1313,1.0201,0.0468,0.3567,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,31,Fp,t280_ALon,1,24.4538,0.4123,1.2255,0.0425,0.1887,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,32,Fmp,t280_ALon,0,40.4698,0.1313,1.0201,0.0468,0.3567,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,32,Fmp,t280_ALon,1,41.6422,0.4123,1.2255,0.0425,0.1887,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,33,Fp,t300_ALon,0,34.9093,0.1328,1.0278,0.0495,0.3626,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,33,Fp,t300_ALon,1,24.3905,0.4168,1.2147,0.0431,0.1864,TRUE,TRUE,AP32,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,34,Fmp,t300_ALon,0,40.2953,0.1328,1.0278,0.0495,0.3626,TRUE,TRUE,AP78,5,2,2
B4,amiRNA_psII,2020-03-08T22:12:00Z,2020-03-09,PSII0,34,Fmp,t300_ALon,1,41.8487,0.4168,1.2147,0.0431,0.1864,TRUE,TRUE,AP32,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,1,Fo,FvFm,0,20.012,0.7971,0,0.0285,0,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,1,Fo,FvFm,1,11.4432,0.8263,0,0.0288,0,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,2,Fm,FvFm,0,99.3998,0.7971,0,0.0285,0,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,2,Fm,FvFm,1,66.1717,0.8263,0,0.0288,0,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,7,Fp,t40_ALon,0,23.0476,0.759,0.0356,0.0212,0.0259,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,7,Fp,t40_ALon,1,13.1995,0.7912,0.045,0.0197,0.035,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,8,Fmp,t40_ALon,0,96.1501,0.759,0.0356,0.0212,0.0259,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,8,Fmp,t40_ALon,1,63.5151,0.7912,0.045,0.0197,0.035,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,9,Fp,t60_ALon,0,55.1755,0.1261,0.5798,0.0363,0.191,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,9,Fp,t60_ALon,1,38.6705,0.158,0.4525,0.0445,0.149,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,10,Fmp,t60_ALon,0,63.1419,0.1261,0.5798,0.0363,0.191,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,10,Fmp,t60_ALon,1,46.0673,0.158,0.4525,0.0445,0.149,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,11,Fp,t80_ALon,0,37.4731,0.1572,1.2771,0.0441,0.356,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,11,Fp,t80_ALon,1,27.4872,0.1954,0.9525,0.0535,0.1833,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,12,Fmp,t80_ALon,0,44.4006,0.1572,1.2771,0.0441,0.356,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,12,Fmp,t80_ALon,1,34.2251,0.1954,0.9525,0.0535,0.1833,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,13,Fp,t100_ALon,0,33.1162,0.1939,1.479,0.0497,0.4087,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,13,Fp,t100_ALon,1,23.3248,0.2172,1.2324,0.0603,0.2035,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,14,Fmp,t100_ALon,0,40.9462,0.1939,1.479,0.0497,0.4087,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,14,Fmp,t100_ALon,1,29.8863,0.2172,1.2324,0.0603,0.2035,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,15,Fp,t120_ALon,0,32.0717,0.2255,1.4643,0.0529,0.4151,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,15,Fp,t120_ALon,1,20.7471,0.2408,1.4262,0.0647,0.225,TRUE,TRUE,AP100,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,16,Fmp,t120_ALon,0,41.2262,0.2255,1.4643,0.0529,0.4151,TRUE,TRUE,AP15,5,2,2
B5,amiRNA_psII,2020-03-08T22:19:01Z,2020-03-09,PSII0,16,Fmp,t120_ALon,1,27.4826,0.2408,1.4262,0.0647,0.225,TRUE,TRUE,AP100,5,2,2
