plantbarcode,experiment,datetime,jobdate,cameralabel,frameid,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,obj_in_frame,unique_roi,gtype,idate,n_roi,n_uniqueroi
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,13,Fp,t100_ALon,0,34.9324,0.202,1.4404,0.0412,0.1912,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,13,Fp,t100_ALon,1,33.0955,0.2102,1.3947,0.0415,0.1765,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,14,Fmp,t100_ALon,0,43.845,0.202,1.4404,0.0412,0.1912,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,14,Fmp,t100_ALon,1,41.9374,0.2102,1.3947,0.0415,0.1765,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,15,Fp,t120_ALon,0,33.0365,0.2288,1.4941,0.0431,0.2144,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,15,Fp,t120_ALon,1,31.0299,0.2316,1.4855,0.0438,0.2049,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,16,Fmp,t120_ALon,0,42.9335,0.2288,1.4941,0.0431,0.2144,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,16,Fmp,t120_ALon,1,40.4365,0.2316,1.4855,0.0438,0.2049,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,17,Fp,t140_ALon,0,31.8161,0.2507,1.5184,0.0452,0.237,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,17,Fp,t140_ALon,1,29.5718,0.2497,1.5477,0.0457,0.2265,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,18,Fmp,t140_ALon,0,42.578,0.2507,1.5184,0.0452,0.237,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,18,Fmp,t140_ALon,1,39.485,0.2497,1.5477,0.0457,0.2265,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,19,Fp,t160_ALon,0,30.8771,0.2664,1.5419,0.0463,0.2531,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,19,Fp,t160_ALon,1,28.4795,0.263,1.5992,0.0468,0.2395,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,20,Fmp,t160_ALon,0,42.2406,0.2664,1.5419,0.0463,0.2531,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,20,Fmp,t160_ALon,1,38.7268,0.263,1.5992,0.0468,0.2395,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,21,Fp,t180_ALon,0,30.0464,0.2786,1.5701,0.0489,0.2702,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,21,Fp,t180_ALon,1,27.6194,0.2742,1.6397,0.0483,0.2505,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,22,Fmp,t180_ALon,0,41.8235,0.2786,1.5701,0.0489,0.2702,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,22,Fmp,t180_ALon,1,38.16,0.2742,1.6397,0.0483,0.2505,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,23,Fp,t200_ALon,0,29.1977,0.2904,1.602,0.051,0.2857,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,23,Fp,t200_ALon,1,26.8578,0.2831,1.6814,0.0499,0.2604,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,24,Fmp,t200_ALon,0,41.3503,0.2904,1.602,0.051,0.2857,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,24,Fmp,t200_ALon,1,37.5822,0.2831,1.6814,0.0499,0.2604,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,25,Fp,t220_ALon,0,28.3816,0.3022,1.6326,0.052,0.2893,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,25,Fp,t220_ALon,1,26.2042,0.2934,1.7094,0.0501,0.2624,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,26,Fmp,t220_ALon,0,40.8701,0.3022,1.6326,0.052,0.2893,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,26,Fmp,t220_ALon,1,37.2057,0.2934,1.7094,0.0501,0.2624,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,27,Fp,t240_ALon,0,27.9069,0.3069,1.6593,0.0518,0.291,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,27,Fp,t240_ALon,1,25.7088,0.3005,1.7339,0.0514,0.2629,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,28,Fmp,t240_ALon,0,40.4664,0.3069,1.6593,0.0518,0.291,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,28,Fmp,t240_ALon,1,36.8879,0.3005,1.7339,0.0514,0.2629,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,29,Fp,t260_ALon,0,27.4129,0.3152,1.6766,0.0519,0.3004,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,29,Fp,t260_ALon,1,25.2838,0.3074,1.7525,0.0509,0.2617,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,30,Fmp,t260_ALon,0,40.2355,0.3152,1.6766,0.0519,0.3004,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,30,Fmp,t260_ALon,1,36.641,0.3074,1.7525,0.0509,0.2617,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,31,Fp,t280_ALon,0,26.9971,0.325,1.6804,0.0514,0.3063,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,31,Fp,t280_ALon,1,24.8874,0.3162,1.7607,0.052,0.2655,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,32,Fmp,t280_ALon,0,40.1988,0.325,1.6804,0.0514,0.3063,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,32,Fmp,t280_ALon,1,36.5395,0.3162,1.7607,0.052,0.2655,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,33,Fp,t300_ALon,0,26.8019,0.3316,1.675,0.0525,0.3206,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,33,Fp,t300_ALon,1,24.6252,0.3217,1.7684,0.053,0.2735,TRUE,TRUE,AP83,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,34,Fmp,t300_ALon,0,40.3236,0.3316,1.675,0.0525,0.3206,TRUE,TRUE,AP32,8,2,2
A3,amiRNA_psII,2020-03-05T20:15:51Z,2020-03-06,PSII0,34,Fmp,t300_ALon,1,36.4681,0.3217,1.7684,0.053,0.2735,TRUE,TRUE,AP83,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,1,Fo,FvFm,0,17.9857,0.8249,0,0.0196,0,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,1,Fo,FvFm,1,8.767,0.7942,0,0.0436,0,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,2,Fm,FvFm,0,102.8282,0.8249,0,0.0196,0,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,2,Fm,FvFm,1,42.86,0.7942,0,0.0436,0,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,7,Fp,t40_ALon,0,21.3986,0.7869,0.028,0.0149,0.0237,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,7,Fp,t40_ALon,1,7.0496,0.829,0.0453,0.0254,0.044,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,8,Fmp,t40_ALon,0,100.2759,0.7869,0.028,0.0149,0.0237,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,8,Fmp,t40_ALon,1,41.2928,0.829,0.0453,0.0254,0.044,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,9,Fp,t60_ALon,0,65.7442,0.1354,0.3554,0.0284,0.1076,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,9,Fp,t60_ALon,1,20.532,0.2185,0.6391,0.0666,0.2199,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,10,Fmp,t60_ALon,0,76.0732,0.1354,0.3554,0.0284,0.1076,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,10,Fmp,t60_ALon,1,26.3947,0.2185,0.6391,0.0666,0.2199,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,11,Fp,t80_ALon,0,41.1407,0.1643,1.1032,0.0391,0.2141,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,11,Fp,t80_ALon,1,18.4545,0.2172,0.825,0.0761,0.2653,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,12,Fmp,t80_ALon,0,49.2562,0.1643,1.1032,0.0391,0.2141,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,12,Fmp,t80_ALon,1,23.7362,0.2172,0.825,0.0761,0.2653,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,13,Fp,t100_ALon,0,35.5368,0.1981,1.3306,0.0411,0.2198,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,13,Fp,t100_ALon,1,16.6977,0.2641,0.894,0.0753,0.2639,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,14,Fmp,t100_ALon,0,44.3492,0.1981,1.3306,0.0411,0.2198,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,14,Fmp,t100_ALon,1,22.8182,0.2641,0.894,0.0753,0.2639,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,15,Fp,t120_ALon,0,33.2251,0.2045,1.4692,0.044,0.2183,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,15,Fp,t120_ALon,1,16.0837,0.2911,0.8927,0.0783,0.2716,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,16,Fmp,t120_ALon,0,41.7894,0.2045,1.4692,0.044,0.2183,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,16,Fmp,t120_ALon,1,22.8322,0.2911,0.8927,0.0783,0.2716,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,17,Fp,t140_ALon,0,31.3208,0.2166,1.5766,0.045,0.2189,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,17,Fp,t140_ALon,1,15.4934,0.3266,0.8655,0.0801,0.2575,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,18,Fmp,t140_ALon,0,40.0272,0.2166,1.5766,0.045,0.2189,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,18,Fmp,t140_ALon,1,23.1531,0.3266,0.8655,0.0801,0.2575,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,19,Fp,t160_ALon,0,29.7594,0.2289,1.6681,0.0476,0.2236,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,19,Fp,t160_ALon,1,15.0057,0.3586,0.8337,0.08,0.253,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,20,Fmp,t160_ALon,0,38.6528,0.2289,1.6681,0.0476,0.2236,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,20,Fmp,t160_ALon,1,23.5646,0.3586,0.8337,0.08,0.253,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,21,Fp,t180_ALon,0,28.4949,0.2423,1.7377,0.0489,0.2295,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,21,Fp,t180_ALon,1,14.4602,0.3897,0.81,0.0751,0.2403,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,22,Fmp,t180_ALon,0,37.6779,0.2423,1.7377,0.0489,0.2295,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,22,Fmp,t180_ALon,1,23.8511,0.3897,0.81,0.0751,0.2403,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,23,Fp,t200_ALon,0,27.5836,0.2502,1.7987,0.0515,0.2426,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,23,Fp,t200_ALon,1,14.0499,0.4086,0.8047,0.0733,0.231,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,24,Fmp,t200_ALon,0,36.8835,0.2502,1.7987,0.0515,0.2426,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,24,Fmp,t200_ALon,1,23.9049,0.4086,0.8047,0.0733,0.231,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,25,Fp,t220_ALon,0,26.783,0.2583,1.8505,0.0543,0.2489,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,25,Fp,t220_ALon,1,13.6495,0.4264,0.8018,0.0718,0.2246,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,26,Fmp,t220_ALon,0,36.2396,0.2583,1.8505,0.0543,0.2489,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,26,Fmp,t220_ALon,1,23.9315,0.4264,0.8018,0.0718,0.2246,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,27,Fp,t240_ALon,0,26.087,0.269,1.886,0.0546,0.2555,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,27,Fp,t240_ALon,1,13.2377,0.4397,0.816,0.0691,0.2402,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,28,Fmp,t240_ALon,0,35.8095,0.269,1.886,0.0546,0.2555,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,28,Fmp,t240_ALon,1,23.7685,0.4397,0.816,0.0691,0.2402,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,29,Fp,t260_ALon,0,25.6133,0.2735,1.9211,0.0559,0.2672,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,29,Fp,t260_ALon,1,12.9575,0.4486,0.8251,0.0684,0.236,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,30,Fmp,t260_ALon,0,35.4023,0.2735,1.9211,0.0559,0.2672,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,30,Fmp,t260_ALon,1,23.634,0.4486,0.8251,0.0684,0.236,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,31,Fp,t280_ALon,0,25.1047,0.2796,1.9558,0.0593,0.2797,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,31,Fp,t280_ALon,1,12.6725,0.4569,0.8407,0.0684,0.2473,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,32,Fmp,t280_ALon,0,35.0147,0.2796,1.9558,0.0593,0.2797,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,32,Fmp,t280_ALon,1,23.4498,0.4569,0.8407,0.0684,0.2473,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,33,Fp,t300_ALon,0,24.6214,0.2891,1.9749,0.0591,0.2803,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,33,Fp,t300_ALon,1,12.3923,0.4669,0.8473,0.0664,0.2578,TRUE,TRUE,AP76,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,34,Fmp,t300_ALon,0,34.7979,0.2891,1.9749,0.0591,0.2803,TRUE,TRUE,AP44,8,2,2
A4,amiRNA_psII,2020-03-05T20:22:52Z,2020-03-06,PSII0,34,Fmp,t300_ALon,1,23.3777,0.4669,0.8473,0.0664,0.2578,TRUE,TRUE,AP76,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,1,Fo,FvFm,0,18.4752,0.8254,0,0.0189,0,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,1,Fo,FvFm,1,16.4683,0.8211,0,0.02,0,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,2,Fm,FvFm,0,105.9473,0.8254,0,0.0189,0,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,2,Fm,FvFm,1,92.1313,0.8211,0,0.02,0,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,7,Fp,t40_ALon,0,21.6618,0.79,0.0285,0.0126,0.0242,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,7,Fp,t40_ALon,1,19.1284,0.7875,0.0265,0.0151,0.0243,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,8,Fmp,t40_ALon,0,103.2813,0.79,0.0285,0.0126,0.0242,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,8,Fmp,t40_ALon,1,90.0624,0.7875,0.0265,0.0151,0.0243,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,9,Fp,t60_ALon,0,62.6946,0.1425,0.4527,0.0305,0.1042,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,9,Fp,t60_ALon,1,60.7045,0.1174,0.3406,0.0331,0.1013,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,10,Fmp,t60_ALon,0,73.1466,0.1425,0.4527,0.0305,0.1042,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,10,Fmp,t60_ALon,1,68.8328,0.1174,0.3406,0.0331,0.1013,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,11,Fp,t80_ALon,0,40.5798,0.1742,1.1635,0.0377,0.167,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,11,Fp,t80_ALon,1,35.8261,0.1414,1.2131,0.0438,0.2077,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,12,Fmp,t80_ALon,0,49.1859,0.1742,1.1635,0.0377,0.167,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,12,Fmp,t80_ALon,1,41.7914,0.1414,1.2131,0.0438,0.2077,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,13,Fp,t100_ALon,0,35.3335,0.202,1.3983,0.0405,0.1782,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,13,Fp,t100_ALon,1,31.3991,0.1608,1.4693,0.0462,0.2361,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,14,Fmp,t100_ALon,0,44.3236,0.202,1.3983,0.0405,0.1782,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,14,Fmp,t100_ALon,1,37.4702,0.1608,1.4693,0.0462,0.2361,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,15,Fp,t120_ALon,0,32.7334,0.2361,1.4766,0.042,0.1837,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,15,Fp,t120_ALon,1,28.4072,0.1792,1.6685,0.0504,0.2538,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,16,Fmp,t120_ALon,0,42.9065,0.2361,1.4766,0.042,0.1837,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,16,Fmp,t120_ALon,1,34.6793,0.1792,1.6685,0.0504,0.2538,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,17,Fp,t140_ALon,0,31.3053,0.2578,1.515,0.045,0.1927,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,17,Fp,t140_ALon,1,26.668,0.1869,1.8146,0.0538,0.2628,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,18,Fmp,t140_ALon,0,42.2619,0.2578,1.515,0.045,0.1927,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,18,Fmp,t140_ALon,1,32.8889,0.1869,1.8146,0.0538,0.2628,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,19,Fp,t160_ALon,0,30.2055,0.278,1.5357,0.0468,0.2058,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,19,Fp,t160_ALon,1,25.4006,0.1955,1.923,0.0577,0.2692,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,20,Fmp,t160_ALon,0,41.9473,0.278,1.5357,0.0468,0.2058,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,20,Fmp,t160_ALon,1,31.67,0.1955,1.923,0.0577,0.2692,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,21,Fp,t180_ALon,0,29.3719,0.2911,1.5606,0.0489,0.2189,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,21,Fp,t180_ALon,1,24.5119,0.1971,2.0219,0.0611,0.2743,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,22,Fmp,t180_ALon,0,41.5734,0.2911,1.5606,0.0489,0.2189,TRUE,TRUE,AP95,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,22,Fmp,t180_ALon,1,30.6512,0.1971,2.0219,0.0611,0.2743,TRUE,TRUE,AP44,8,2,2
A5,amiRNA_psII,2020-03-05T20:29:53Z,2020-03-06,PSII0,23,Fp,t200_ALon,0,28.6112,0.3019,1.5898,0.0501,0.2349,TRUE,TRUE,AP95,8,2,2
